timestamp,asset,spot_price,source,age_ms
2026-05-29T18:30:20.897697+00:00,BTC,73673.645,coinbase,
2026-05-29T18:30:20.897697+00:00,ETH,2021.74,coinbase,
2026-05-29T18:30:20.897697+00:00,SOL,82.555,coinbase,
2026-05-29T18:30:20.897697+00:00,XRP,1.32285,coinbase,
2026-05-29T18:30:20.897697+00:00,DOGE,0.099945,coinbase,
2026-05-29T18:30:35.896777+00:00,BTC,73693.99,coinbase,
2026-05-29T18:30:35.896777+00:00,ETH,2022.185,coinbase,
2026-05-29T18:30:35.896777+00:00,SOL,82.555,coinbase,
2026-05-29T18:30:35.896777+00:00,XRP,1.32325,coinbase,
2026-05-29T18:30:35.896777+00:00,DOGE,0.09997,coinbase,
2026-05-29T18:30:50.939904+00:00,BTC,73695.535,coinbase,
2026-05-29T18:30:50.939904+00:00,ETH,2022.31,coinbase,
2026-05-29T18:30:50.939904+00:00,SOL,82.545,coinbase,
2026-05-29T18:30:50.939904+00:00,XRP,1.3236,coinbase,
2026-05-29T18:30:50.939904+00:00,DOGE,0.09997,coinbase,
2026-05-29T18:31:05.941457+00:00,BTC,73654.425,coinbase,
2026-05-29T18:31:05.941457+00:00,ETH,2021.695,coinbase,
2026-05-29T18:31:05.941457+00:00,SOL,82.525,coinbase,
2026-05-29T18:31:05.941457+00:00,XRP,1.32325,coinbase,
2026-05-29T18:31:05.941457+00:00,DOGE,0.099945,coinbase,
2026-05-29T18:31:21.194473+00:00,BTC,73681.675,coinbase,
2026-05-29T18:31:21.194473+00:00,ETH,2021.995,coinbase,
2026-05-29T18:31:21.194473+00:00,SOL,82.535,coinbase,
2026-05-29T18:31:21.194473+00:00,XRP,1.32315,coinbase,
2026-05-29T18:31:21.194473+00:00,DOGE,0.09997,coinbase,
2026-05-29T18:31:36.211466+00:00,BTC,73681.985,coinbase,
2026-05-29T18:31:36.211466+00:00,ETH,2022.335,coinbase,
2026-05-29T18:31:36.211466+00:00,SOL,82.575,coinbase,
2026-05-29T18:31:36.211466+00:00,XRP,1.32335,coinbase,
2026-05-29T18:31:36.211466+00:00,DOGE,0.09997,coinbase,
2026-05-29T18:31:51.222714+00:00,BTC,73721.035,coinbase,
2026-05-29T18:31:51.222714+00:00,ETH,2022.935,coinbase,
2026-05-29T18:31:51.222714+00:00,SOL,82.59,coinbase,
2026-05-29T18:31:51.222714+00:00,XRP,1.32435,coinbase,
2026-05-29T18:31:51.222714+00:00,DOGE,0.09999,coinbase,
2026-05-29T18:32:06.224747+00:00,BTC,73719.015,coinbase,
2026-05-29T18:32:06.224747+00:00,ETH,2022.975,coinbase,
2026-05-29T18:32:06.224747+00:00,SOL,82.59,coinbase,
2026-05-29T18:32:06.224747+00:00,XRP,1.32425,coinbase,
2026-05-29T18:32:06.224747+00:00,DOGE,0.099995,coinbase,
2026-05-29T18:32:21.227914+00:00,BTC,73714.775,coinbase,
2026-05-29T18:32:21.227914+00:00,ETH,2022.94,coinbase,
2026-05-29T18:32:21.227914+00:00,SOL,82.59,coinbase,
2026-05-29T18:32:21.227914+00:00,XRP,1.324,coinbase,
2026-05-29T18:32:21.227914+00:00,DOGE,0.10002,coinbase,
2026-05-29T18:32:36.226981+00:00,BTC,73714.775,coinbase,
2026-05-29T18:32:36.226981+00:00,ETH,2022.94,coinbase,
2026-05-29T18:32:36.226981+00:00,XRP,1.324,coinbase,
2026-05-29T18:32:36.226981+00:00,DOGE,0.10002,coinbase,
