timestamp,asset,ticker,bid_cents,ask_cents,spread_cents,mid_cents,depth_yes,depth_no,volume_24h,open_interest,seconds_to_expiry,book_initialized,liquidity
2026-05-29T23:24:04.455620+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:04.455620+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:04.455620+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:04.455620+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:04.455620+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:19.474546+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:19.474546+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:19.474546+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:19.474546+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:19.474546+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:34.479658+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:34.479658+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:34.479658+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:34.479658+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:34.479658+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:49.490518+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:49.490518+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:49.490518+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:49.490518+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:24:49.490518+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:04.506855+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:04.506855+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:04.506855+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:04.506855+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:04.506855+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:19.529916+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:19.529916+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:19.529916+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:19.529916+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:19.529916+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:34.534018+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:34.534018+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:34.534018+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:34.534018+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:34.534018+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:49.561652+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:49.561652+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:49.561652+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:49.561652+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:25:49.561652+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:04.574185+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:04.574185+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:04.574185+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:04.574185+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:04.574185+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:19.595569+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:19.595569+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:19.595569+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:19.595569+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:19.595569+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:34.617561+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:34.617561+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:34.617561+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:34.617561+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:34.617561+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:49.625085+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:49.625085+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:49.625085+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:49.625085+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:26:49.625085+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:04.650852+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:04.650852+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:04.650852+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:04.650852+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:04.650852+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:19.647133+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:19.647133+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:19.647133+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:19.647133+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:19.647133+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:34.664646+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:34.664646+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:34.664646+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:34.664646+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:34.664646+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:50.204106+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:50.204106+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:50.204106+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:50.204106+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:27:50.204106+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:28:05.215631+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T23:28:05.215631+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
