timestamp,asset,spot_price,source,age_ms
2026-05-29T23:48:02.362018+00:00,BTC,73321.955,coinbase,
2026-05-29T23:48:02.362018+00:00,ETH,2008.715,coinbase,
2026-05-29T23:48:02.362018+00:00,SOL,81.84,coinbase,
2026-05-29T23:48:02.362018+00:00,XRP,1.32395,coinbase,
2026-05-29T23:48:02.362018+00:00,DOGE,0.099495,coinbase,
2026-05-29T23:48:17.376759+00:00,BTC,73321.915,coinbase,
2026-05-29T23:48:17.376759+00:00,ETH,2008.715,coinbase,
2026-05-29T23:48:17.376759+00:00,SOL,81.84,coinbase,
2026-05-29T23:48:17.376759+00:00,XRP,1.32395,coinbase,
2026-05-29T23:48:17.376759+00:00,DOGE,0.099495,coinbase,
2026-05-29T23:48:32.392320+00:00,BTC,73314.42,coinbase,
2026-05-29T23:48:32.392320+00:00,ETH,2008.805,coinbase,
2026-05-29T23:48:32.392320+00:00,SOL,81.835,coinbase,
2026-05-29T23:48:32.392320+00:00,XRP,1.32405,coinbase,
2026-05-29T23:48:32.392320+00:00,DOGE,0.0995,coinbase,
2026-05-29T23:48:47.408461+00:00,BTC,73313.06,coinbase,
2026-05-29T23:48:47.408461+00:00,ETH,2008.765,coinbase,
2026-05-29T23:48:47.408461+00:00,SOL,81.825,coinbase,
2026-05-29T23:48:47.408461+00:00,XRP,1.32405,coinbase,
2026-05-29T23:48:47.408461+00:00,DOGE,0.0995,coinbase,
2026-05-29T23:49:02.400885+00:00,BTC,73318.19,coinbase,
2026-05-29T23:49:02.400885+00:00,ETH,2008.715,coinbase,
2026-05-29T23:49:02.400885+00:00,SOL,81.835,coinbase,
2026-05-29T23:49:02.400885+00:00,XRP,1.32425,coinbase,
2026-05-29T23:49:02.400885+00:00,DOGE,0.099505,coinbase,
2026-05-29T23:49:17.418787+00:00,BTC,73331.255,coinbase,
2026-05-29T23:49:17.418787+00:00,ETH,2009.195,coinbase,
2026-05-29T23:49:17.418787+00:00,SOL,81.845,coinbase,
2026-05-29T23:49:17.418787+00:00,XRP,1.32435,coinbase,
2026-05-29T23:49:17.418787+00:00,DOGE,0.09954,coinbase,
2026-05-29T23:49:32.454092+00:00,BTC,73333.465,coinbase,
2026-05-29T23:49:32.454092+00:00,ETH,2009.35,coinbase,
2026-05-29T23:49:32.454092+00:00,SOL,81.855,coinbase,
2026-05-29T23:49:32.454092+00:00,XRP,1.32455,coinbase,
2026-05-29T23:49:32.454092+00:00,DOGE,0.09954,coinbase,
2026-05-29T23:49:47.464344+00:00,BTC,73340.025,coinbase,
2026-05-29T23:49:47.464344+00:00,ETH,2009.375,coinbase,
2026-05-29T23:49:47.464344+00:00,SOL,81.85,coinbase,
2026-05-29T23:49:47.464344+00:00,XRP,1.32455,coinbase,
2026-05-29T23:49:47.464344+00:00,DOGE,0.09957,coinbase,
2026-05-29T23:50:02.491597+00:00,BTC,73337.095,coinbase,
2026-05-29T23:50:02.491597+00:00,ETH,2009.375,coinbase,
2026-05-29T23:50:02.491597+00:00,SOL,81.845,coinbase,
2026-05-29T23:50:02.491597+00:00,XRP,1.32455,coinbase,
2026-05-29T23:50:02.491597+00:00,DOGE,0.09957,coinbase,
2026-05-29T23:50:17.517665+00:00,BTC,73341.055,coinbase,
2026-05-29T23:50:17.517665+00:00,ETH,2008.925,coinbase,
2026-05-29T23:50:17.517665+00:00,SOL,81.835,coinbase,
2026-05-29T23:50:17.517665+00:00,XRP,1.3246,coinbase,
2026-05-29T23:50:17.517665+00:00,DOGE,0.09957,coinbase,
2026-05-29T23:50:32.650490+00:00,BTC,73344.115,coinbase,
2026-05-29T23:50:32.650490+00:00,ETH,2009.675,coinbase,
2026-05-29T23:50:32.650490+00:00,SOL,81.905,coinbase,
2026-05-29T23:50:32.650490+00:00,XRP,1.3246,coinbase,
2026-05-29T23:50:32.650490+00:00,DOGE,0.099605,coinbase,
2026-05-29T23:50:47.678594+00:00,BTC,73344.115,coinbase,
2026-05-29T23:50:47.678594+00:00,ETH,2009.415,coinbase,
2026-05-29T23:50:47.678594+00:00,SOL,81.905,coinbase,
2026-05-29T23:50:47.678594+00:00,XRP,1.32515,coinbase,
2026-05-29T23:50:47.678594+00:00,DOGE,0.09961,coinbase,
2026-05-29T23:51:02.699736+00:00,BTC,73344.115,coinbase,
2026-05-29T23:51:02.699736+00:00,ETH,2009.415,coinbase,
2026-05-29T23:51:02.699736+00:00,SOL,81.915,coinbase,
2026-05-29T23:51:02.699736+00:00,XRP,1.32515,coinbase,
2026-05-29T23:51:02.699736+00:00,DOGE,0.099615,coinbase,
2026-05-29T23:51:17.734040+00:00,BTC,73343.205,coinbase,
2026-05-29T23:51:17.734040+00:00,ETH,2009.605,coinbase,
2026-05-29T23:51:17.734040+00:00,SOL,81.915,coinbase,
2026-05-29T23:51:17.734040+00:00,XRP,1.32515,coinbase,
2026-05-29T23:51:17.734040+00:00,DOGE,0.09962,coinbase,
2026-05-29T23:51:32.747046+00:00,BTC,73359.125,coinbase,
2026-05-29T23:51:32.747046+00:00,ETH,2009.605,coinbase,
2026-05-29T23:51:32.747046+00:00,SOL,81.915,coinbase,
2026-05-29T23:51:32.747046+00:00,XRP,1.32525,coinbase,
2026-05-29T23:51:32.747046+00:00,DOGE,0.09962,coinbase,
2026-05-29T23:51:47.765820+00:00,BTC,73373.685,coinbase,
2026-05-29T23:51:47.765820+00:00,ETH,2009.755,coinbase,
2026-05-29T23:51:47.765820+00:00,SOL,81.93,coinbase,
2026-05-29T23:51:47.765820+00:00,XRP,1.32585,coinbase,
2026-05-29T23:51:47.765820+00:00,DOGE,0.09962,coinbase,
2026-05-29T23:52:02.778293+00:00,BTC,73375.88,coinbase,
2026-05-29T23:52:02.778293+00:00,ETH,2009.805,coinbase,
2026-05-29T23:52:02.778293+00:00,SOL,81.925,coinbase,
2026-05-29T23:52:02.778293+00:00,XRP,1.32675,coinbase,
2026-05-29T23:52:02.778293+00:00,DOGE,0.099625,coinbase,
2026-05-29T23:52:17.792056+00:00,BTC,73375.725,coinbase,
2026-05-29T23:52:17.792056+00:00,ETH,2009.65,coinbase,
2026-05-29T23:52:17.792056+00:00,SOL,81.92,coinbase,
2026-05-29T23:52:17.792056+00:00,XRP,1.32675,coinbase,
2026-05-29T23:52:17.792056+00:00,DOGE,0.099625,coinbase,
2026-05-29T23:52:32.831524+00:00,BTC,73375.925,coinbase,
2026-05-29T23:52:32.831524+00:00,ETH,2009.97,coinbase,
2026-05-29T23:52:32.831524+00:00,SOL,81.935,coinbase,
2026-05-29T23:52:32.831524+00:00,XRP,1.32795,coinbase,
2026-05-29T23:52:32.831524+00:00,DOGE,0.099665,coinbase,
2026-05-29T23:52:47.835742+00:00,BTC,73379.81,coinbase,
2026-05-29T23:52:47.835742+00:00,ETH,2009.995,coinbase,
2026-05-29T23:52:47.835742+00:00,SOL,81.925,coinbase,
2026-05-29T23:52:47.835742+00:00,XRP,1.32815,coinbase,
2026-05-29T23:52:47.835742+00:00,DOGE,0.09966,coinbase,
2026-05-29T23:53:02.836371+00:00,BTC,73379.995,coinbase,
2026-05-29T23:53:02.836371+00:00,ETH,2010.08,coinbase,
2026-05-29T23:53:02.836371+00:00,SOL,81.925,coinbase,
2026-05-29T23:53:02.836371+00:00,XRP,1.32815,coinbase,
2026-05-29T23:53:02.836371+00:00,DOGE,0.09966,coinbase,
2026-05-29T23:53:17.839464+00:00,BTC,73367.635,coinbase,
2026-05-29T23:53:17.839464+00:00,ETH,2009.705,coinbase,
2026-05-29T23:53:17.839464+00:00,SOL,81.915,coinbase,
2026-05-29T23:53:17.839464+00:00,XRP,1.32805,coinbase,
2026-05-29T23:53:17.839464+00:00,DOGE,0.09966,coinbase,
2026-05-29T23:53:32.856542+00:00,BTC,73382.205,coinbase,
2026-05-29T23:53:32.856542+00:00,ETH,2010.195,coinbase,
2026-05-29T23:53:32.856542+00:00,SOL,81.935,coinbase,
2026-05-29T23:53:32.856542+00:00,XRP,1.32855,coinbase,
2026-05-29T23:53:32.856542+00:00,DOGE,0.09965,coinbase,
2026-05-29T23:53:47.864219+00:00,BTC,73382.395,coinbase,
2026-05-29T23:53:47.864219+00:00,ETH,2010.465,coinbase,
2026-05-29T23:53:47.864219+00:00,SOL,81.955,coinbase,
2026-05-29T23:53:47.864219+00:00,XRP,1.32865,coinbase,
2026-05-29T23:53:47.864219+00:00,DOGE,0.09965,coinbase,
2026-05-29T23:54:02.880555+00:00,BTC,73386.405,coinbase,
2026-05-29T23:54:02.880555+00:00,ETH,2010.47,coinbase,
2026-05-29T23:54:02.880555+00:00,SOL,81.945,coinbase,
2026-05-29T23:54:02.880555+00:00,XRP,1.32865,coinbase,
2026-05-29T23:54:02.880555+00:00,DOGE,0.09971,coinbase,
2026-05-29T23:54:17.893551+00:00,BTC,73399.165,coinbase,
2026-05-29T23:54:17.893551+00:00,ETH,2010.685,coinbase,
2026-05-29T23:54:17.893551+00:00,SOL,81.945,coinbase,
2026-05-29T23:54:17.893551+00:00,XRP,1.32895,coinbase,
2026-05-29T23:54:17.893551+00:00,DOGE,0.09964,coinbase,
2026-05-29T23:54:32.897554+00:00,BTC,73373.22,coinbase,
2026-05-29T23:54:32.897554+00:00,ETH,2011.115,coinbase,
2026-05-29T23:54:32.897554+00:00,SOL,81.935,coinbase,
2026-05-29T23:54:32.897554+00:00,XRP,1.32805,coinbase,
