timestamp,asset,spot_price,source,age_ms
2026-05-29T12:32:14.728109+00:00,BTC,73216.035,coinbase,
2026-05-29T12:32:14.728109+00:00,ETH,1999.8,coinbase,
2026-05-29T12:32:14.728109+00:00,SOL,81.64,coinbase,
2026-05-29T12:32:14.728109+00:00,XRP,1.30655,coinbase,
2026-05-29T12:32:14.728109+00:00,DOGE,0.098815,coinbase,
2026-05-29T12:32:29.725506+00:00,BTC,73205.005,coinbase,
2026-05-29T12:32:29.725506+00:00,ETH,1999.185,coinbase,
2026-05-29T12:32:29.725506+00:00,SOL,81.62,coinbase,
2026-05-29T12:32:29.725506+00:00,XRP,1.30625,coinbase,
2026-05-29T12:32:29.725506+00:00,DOGE,0.098815,coinbase,
2026-05-29T12:32:44.738532+00:00,BTC,73205.855,coinbase,
2026-05-29T12:32:44.738532+00:00,ETH,1999.185,coinbase,
2026-05-29T12:32:44.738532+00:00,SOL,81.62,coinbase,
2026-05-29T12:32:44.738532+00:00,XRP,1.30645,coinbase,
2026-05-29T12:32:44.738532+00:00,DOGE,0.09883,coinbase,
2026-05-29T12:32:59.755515+00:00,BTC,73205.855,coinbase,
2026-05-29T12:32:59.755515+00:00,ETH,1999.74,coinbase,
2026-05-29T12:32:59.755515+00:00,SOL,81.625,coinbase,
2026-05-29T12:32:59.755515+00:00,XRP,1.30665,coinbase,
2026-05-29T12:32:59.755515+00:00,DOGE,0.09884,coinbase,
2026-05-29T12:33:14.738711+00:00,BTC,73205.835,coinbase,
2026-05-29T12:33:14.738711+00:00,ETH,1999.1,coinbase,
2026-05-29T12:33:14.738711+00:00,SOL,81.635,coinbase,
2026-05-29T12:33:14.738711+00:00,XRP,1.30685,coinbase,
2026-05-29T12:33:14.738711+00:00,DOGE,0.09884,coinbase,
2026-05-29T12:33:29.742562+00:00,BTC,73194.735,coinbase,
2026-05-29T12:33:29.742562+00:00,ETH,1999.1,coinbase,
2026-05-29T12:33:29.742562+00:00,SOL,81.585,coinbase,
2026-05-29T12:33:29.742562+00:00,XRP,1.30605,coinbase,
2026-05-29T12:33:29.742562+00:00,DOGE,0.09882,coinbase,
