timestamp,asset,ticker,bid_cents,ask_cents,spread_cents,mid_cents,depth_yes,depth_no,volume_24h,open_interest,seconds_to_expiry,book_initialized,liquidity
2026-05-29T03:55:19.685327+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:55:19.685327+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:55:19.685327+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:55:19.685327+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:55:19.685327+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:56:31.229270+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:56:31.229270+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:56:31.229270+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:56:31.229270+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:56:31.229270+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:56:46.217239+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:56:46.217239+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:56:46.217239+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:56:46.217239+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:56:46.217239+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:01.251534+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:01.251534+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:01.251534+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:01.251534+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:01.251534+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:16.270088+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:16.270088+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:16.270088+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:16.270088+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:16.270088+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:31.285128+00:00,BTC,KXBTC15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:31.285128+00:00,ETH,KXETH15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:31.285128+00:00,SOL,KXSOL15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:31.285128+00:00,XRP,KXXRP15M,,,,,,,,,,False,UNKNOWN
2026-05-29T03:57:31.285128+00:00,DOGE,KXDOGE15M,,,,,,,,,,False,UNKNOWN
