timestamp,open,high,low,close,volume
2026-05-03 16:00:00+00:00,0.1084736,0.108502,0.1082495,0.1083333,21134.42307772
2026-05-03 16:15:00+00:00,0.1083706,0.1085135,0.1080677,0.1082154,366005.5114735
2026-05-03 16:30:00+00:00,0.1082307,0.1084853,0.1082307,0.1083602,12381.93374463
2026-05-03 16:45:00+00:00,0.1083528,0.1083807,0.1082681,0.1082903,70491.41126698
2026-05-03 17:00:00+00:00,0.1082031,0.1083234,0.1080116,0.108321,139425.22510974
2026-05-03 17:15:00+00:00,0.1083297,0.1086135,0.1083297,0.1084346,24919.51942882
2026-05-03 17:30:00+00:00,0.1084393,0.1087258,0.1084274,0.1086643,118998.54144782
2026-05-03 17:45:00+00:00,0.1086855,0.1086855,0.1084204,0.108458,18468.71231114
2026-05-03 18:00:00+00:00,0.1085063,0.1085063,0.1083637,0.1084168,9373.3686771
2026-05-03 18:15:00+00:00,0.1083626,0.1085528,0.1083517,0.1084768,15067.78018212
2026-05-03 18:30:00+00:00,0.1084882,0.1084882,0.1082874,0.1083522,20710.8056228
2026-05-03 18:45:00+00:00,0.108334,0.1085378,0.108334,0.1084028,16346.05801373
2026-05-03 19:00:00+00:00,0.1083975,0.1085002,0.1083287,0.1083844,45478.92452114
2026-05-03 19:15:00+00:00,0.1083845,0.1084274,0.108338,0.108338,8500.55672038
2026-05-03 19:30:00+00:00,0.1083805,0.1087241,0.1083477,0.1087241,120153.59040021
2026-05-03 19:45:00+00:00,0.108724,0.1087325,0.108563,0.1086128,69336.03808296
2026-05-03 20:00:00+00:00,0.1086331,0.1087236,0.1085857,0.1085857,24083.85041625
2026-05-03 20:15:00+00:00,0.1085739,0.1089592,0.108573,0.108865,488252.84361963
2026-05-03 20:30:00+00:00,0.108865,0.109219,0.108865,0.1090715,665454.69506891
2026-05-03 20:45:00+00:00,0.1090548,0.1090563,0.1086835,0.1087912,352381.14910173
2026-05-03 21:00:00+00:00,0.108814,0.1090154,0.1086208,0.1090059,572854.43027517
2026-05-03 21:15:00+00:00,0.109092,0.1091241,0.1084006,0.1084733,79467.88191773
2026-05-03 21:30:00+00:00,0.1084399,0.108549,0.1077888,0.1079336,264902.74209611
2026-05-03 21:45:00+00:00,0.1078814,0.1081152,0.1077491,0.1081152,255737.70662573
2026-05-03 22:00:00+00:00,0.1081288,0.10946,0.1081288,0.1093679,325883.85300387
2026-05-03 22:15:00+00:00,0.1093862,0.109605,0.1087783,0.1091452,170477.63204811
2026-05-03 22:30:00+00:00,0.1091538,0.1093489,0.1089902,0.1093489,477431.19843493
2026-05-03 22:45:00+00:00,0.10941,0.1095513,0.1092323,0.1092334,165210.64311556
2026-05-03 23:00:00+00:00,0.1092622,0.1094033,0.1091342,0.1092289,53621.2303976
2026-05-03 23:15:00+00:00,0.1091907,0.1091907,0.1084087,0.1085393,566690.4376441
2026-05-03 23:30:00+00:00,0.1084924,0.1086648,0.1083399,0.1083399,621717.23481736
2026-05-03 23:45:00+00:00,0.1083588,0.1083975,0.1082409,0.1082686,21139.21700676
2026-05-04 00:00:00+00:00,0.1082887,0.1082887,0.1078896,0.107967,257086.09564665
2026-05-04 00:15:00+00:00,0.1080702,0.1080803,0.1076864,0.1078747,434403.93712875
2026-05-04 00:30:00+00:00,0.1078772,0.1081361,0.1078772,0.108019,206650.53195125
2026-05-04 00:45:00+00:00,0.108019,0.10903,0.108019,0.1089151,385329.66733338
2026-05-04 01:00:00+00:00,0.1090547,0.1097409,0.1090382,0.10938,2177171.83610184
2026-05-04 01:15:00+00:00,0.1094514,0.1102328,0.1093157,0.1102328,883828.83118371
2026-05-04 01:30:00+00:00,0.1102091,0.1124697,0.1102091,0.111501,2461153.5460904
2026-05-04 01:45:00+00:00,0.1114972,0.1131009,0.1110444,0.1124748,4200206.9091423
2026-05-04 02:00:00+00:00,0.1126827,0.1130125,0.1116493,0.1120883,2491928.46920464
2026-05-04 02:15:00+00:00,0.1120849,0.1122554,0.1115038,0.1121003,1644944.38069115
2026-05-04 02:30:00+00:00,0.1121904,0.113089,0.1121904,0.1127484,1134886.66517955
2026-05-04 02:45:00+00:00,0.1128045,0.1133947,0.1128045,0.1130251,3352087.17712033
2026-05-04 03:00:00+00:00,0.1130593,0.1137443,0.1128099,0.1135361,5277063.63731625
2026-05-04 03:15:00+00:00,0.1134896,0.1135094,0.1127097,0.1128012,259712.60783893
2026-05-04 03:30:00+00:00,0.112756,0.112756,0.1121466,0.1123501,1969765.74842834
2026-05-04 03:45:00+00:00,0.1123347,0.1130581,0.1121724,0.1128879,3206681.89877488
2026-05-04 04:00:00+00:00,0.1130071,0.1131055,0.1128747,0.1130583,1265987.1272211
2026-05-04 04:15:00+00:00,0.1129739,0.1133547,0.1128714,0.1132007,8117069.16579655
2026-05-04 04:30:00+00:00,0.1133213,0.1135507,0.1131389,0.113385,724491.90674073
2026-05-04 04:45:00+00:00,0.1134121,0.1135282,0.1130114,0.1130869,631950.48170026
2026-05-04 05:00:00+00:00,0.1130978,0.113192,0.1127956,0.1128463,396697.53645548
2026-05-04 05:15:00+00:00,0.1127876,0.1127936,0.112488,0.1126468,249955.53450538
2026-05-04 05:30:00+00:00,0.1125252,0.1129317,0.112489,0.1127394,319003.6337927
2026-05-04 05:45:00+00:00,0.1127277,0.1127277,0.1123828,0.1125018,265270.01004671
2026-05-04 06:00:00+00:00,0.1125225,0.1125842,0.1117946,0.1117946,2470441.40966111
2026-05-04 06:15:00+00:00,0.1117563,0.1120001,0.1110028,0.1116447,912193.10648506
2026-05-04 06:30:00+00:00,0.11164,0.1124067,0.1116349,0.112353,39473.29379628
2026-05-04 06:45:00+00:00,0.1122988,0.1124782,0.1120022,0.1120022,408736.21635466
2026-05-04 07:00:00+00:00,0.1120618,0.1124881,0.1119028,0.1123713,78274.27550888
2026-05-04 07:15:00+00:00,0.1124135,0.1125137,0.1122138,0.1123954,49042.27193857
2026-05-04 07:30:00+00:00,0.1123235,0.1124493,0.1120618,0.1124493,76787.97453756
2026-05-04 07:45:00+00:00,0.1124711,0.1126334,0.1121961,0.1122825,106742.51199526
2026-05-04 08:00:00+00:00,0.1122769,0.1123532,0.1118715,0.1123446,302204.97301958
2026-05-04 08:15:00+00:00,0.1123456,0.1123475,0.1120937,0.112115,98467.71345945
2026-05-04 08:30:00+00:00,0.1122511,0.1124205,0.1120763,0.1120958,9593.99718524
2026-05-04 08:45:00+00:00,0.1120956,0.1122261,0.1119231,0.1119298,160944.76117794
2026-05-04 09:00:00+00:00,0.1119915,0.1123263,0.1119915,0.1121387,134273.78742912
2026-05-04 09:15:00+00:00,0.1121116,0.1121602,0.1115625,0.1115625,151684.81755512
2026-05-04 09:30:00+00:00,0.1115434,0.1120697,0.1115,0.111973,34657.67662122
2026-05-04 09:45:00+00:00,0.111986,0.1121066,0.1117509,0.1118606,21620.35644207
2026-05-04 10:00:00+00:00,0.111913,0.1119238,0.1088323,0.1097769,4158217.65176737
2026-05-04 10:15:00+00:00,0.1096618,0.1096806,0.1088121,0.109406,1603738.37455344
2026-05-04 10:30:00+00:00,0.1093921,0.1106996,0.1093496,0.110296,1430305.45179546
2026-05-04 10:45:00+00:00,0.1103603,0.1105467,0.1100281,0.1102461,20943.96224825
2026-05-04 11:00:00+00:00,0.1101547,0.1103726,0.1101148,0.1101369,658278.71217145
2026-05-04 11:15:00+00:00,0.1101811,0.1104457,0.1099898,0.1101233,131750.59729982
2026-05-04 11:30:00+00:00,0.1101704,0.1107093,0.1101096,0.1103505,287375.65187465
2026-05-04 11:45:00+00:00,0.1103523,0.1106501,0.1103251,0.1104704,399372.76654742
2026-05-04 12:00:00+00:00,0.1104454,0.1106782,0.1102721,0.1106295,65120.73481417
2026-05-04 12:15:00+00:00,0.1105452,0.1108955,0.1104151,0.1107398,77818.59987325
2026-05-04 12:30:00+00:00,0.1107153,0.1108671,0.1103952,0.1108477,26574.62055241
2026-05-04 12:45:00+00:00,0.1108736,0.1108871,0.1105701,0.1105719,110831.74414084
2026-05-04 13:00:00+00:00,0.1102621,0.1109334,0.1099022,0.1108903,2059258.50201869
2026-05-04 13:15:00+00:00,0.1108365,0.11135,0.1108028,0.1110045,2780482.26438146
2026-05-04 13:30:00+00:00,0.1110212,0.1112365,0.1108253,0.1109034,53396.96895315
2026-05-04 13:45:00+00:00,0.1107604,0.1109681,0.1104608,0.1107023,1573087.13589449
2026-05-04 14:00:00+00:00,0.1107141,0.1110395,0.1101974,0.111013,497228.11295559
2026-05-04 14:15:00+00:00,0.1110673,0.1115588,0.1110574,0.1113883,468334.13065905
2026-05-04 14:30:00+00:00,0.1114197,0.11182,0.1113585,0.11157,661421.2566635
2026-05-04 14:45:00+00:00,0.1115988,0.1126355,0.1115408,0.112019,5376421.77196889
2026-05-04 15:00:00+00:00,0.1120035,0.1121173,0.1106294,0.1107983,3382974.41544603
2026-05-04 15:15:00+00:00,0.1109046,0.1112021,0.1100263,0.1104026,1142964.47662741
2026-05-04 15:30:00+00:00,0.1103962,0.1103962,0.1096364,0.1099488,622534.17600418
2026-05-04 15:45:00+00:00,0.1099511,0.1103645,0.109675,0.1102974,685061.06003386
2026-05-04 16:00:00+00:00,0.110264,0.1104214,0.1098942,0.1099255,1285251.82545155
2026-05-04 16:15:00+00:00,0.109977,0.1108491,0.1098706,0.1104681,3502600.76312695
