timestamp,open,high,low,close,volume
2026-05-03 16:00:00+00:00,78650.6,78675.0,78606.7,78611.8,2.91493156
2026-05-03 16:15:00+00:00,78611.9,78644.9,78600.0,78644.9,1.69215777
2026-05-03 16:30:00+00:00,78645.0,78765.0,78644.9,78712.8,3.91810262
2026-05-03 16:45:00+00:00,78712.8,78723.9,78660.0,78660.1,3.27122673
2026-05-03 17:00:00+00:00,78660.1,78690.0,78566.8,78674.0,4.95975588
2026-05-03 17:15:00+00:00,78674.0,78765.0,78673.9,78720.9,1.00960714
2026-05-03 17:30:00+00:00,78720.9,78799.0,78720.8,78785.0,7.04985008
2026-05-03 17:45:00+00:00,78784.9,78785.0,78723.7,78723.8,5.78642525
2026-05-03 18:00:00+00:00,78723.8,78723.8,78653.3,78656.9,3.32117464
2026-05-03 18:15:00+00:00,78656.8,78720.0,78640.0,78720.0,1.14353017
2026-05-03 18:30:00+00:00,78720.0,78720.0,78657.8,78664.1,14.92453544
2026-05-03 18:45:00+00:00,78665.5,78733.7,78665.5,78733.3,1.42967626
2026-05-03 19:00:00+00:00,78733.3,78733.3,78700.0,78700.1,8.2457094
2026-05-03 19:15:00+00:00,78700.0,78700.5,78672.3,78672.3,12.45007845
2026-05-03 19:30:00+00:00,78675.5,78825.0,78675.5,78780.2,11.45026374
2026-05-03 19:45:00+00:00,78780.2,78794.7,78743.6,78743.6,13.42544446
2026-05-03 20:00:00+00:00,78745.6,78765.0,78717.4,78717.4,10.38523188
2026-05-03 20:15:00+00:00,78720.6,78977.3,78720.5,78897.2,18.87878989
2026-05-03 20:30:00+00:00,78897.2,79240.0,78897.2,79005.0,46.00631432
2026-05-03 20:45:00+00:00,79005.0,79013.2,78845.8,78913.9,11.96497021
2026-05-03 21:00:00+00:00,78913.9,79050.0,78857.0,79020.1,9.5022606
2026-05-03 21:15:00+00:00,79020.1,79020.1,78907.1,78915.9,8.67311255
2026-05-03 21:30:00+00:00,78915.9,78919.6,78660.0,78670.0,13.42276172
2026-05-03 21:45:00+00:00,78684.2,78827.3,78674.1,78827.3,16.33416653
2026-05-03 22:00:00+00:00,78827.3,79333.0,78827.3,79233.5,69.73642442
2026-05-03 22:15:00+00:00,79233.6,79400.0,78957.3,79057.4,38.16199761
2026-05-03 22:30:00+00:00,79062.2,79289.3,79000.0,79250.4,4.61680354
2026-05-03 22:45:00+00:00,79250.5,79348.1,79155.1,79166.4,5.26023571
2026-05-03 23:00:00+00:00,79166.4,79275.0,79050.0,79050.0,4.86294624
2026-05-03 23:15:00+00:00,79050.1,79050.1,78636.9,78655.1,10.55060394
2026-05-03 23:30:00+00:00,78655.0,78714.1,78581.0,78583.3,9.13226648
2026-05-03 23:45:00+00:00,78583.3,78584.0,78489.2,78547.4,13.31419383
2026-05-04 00:00:00+00:00,78547.4,78555.0,78411.6,78494.9,16.09242167
2026-05-04 00:15:00+00:00,78495.0,78495.0,78267.0,78360.1,10.80425503
2026-05-04 00:30:00+00:00,78360.1,78413.8,78330.0,78375.0,4.53763898
2026-05-04 00:45:00+00:00,78375.0,78545.9,78375.0,78540.2,6.71596414
2026-05-04 01:00:00+00:00,78540.2,78550.0,78410.0,78440.4,6.67241135
2026-05-04 01:15:00+00:00,78440.5,78586.8,78420.0,78577.4,10.6042865
2026-05-04 01:30:00+00:00,78577.5,79110.8,78577.4,78783.2,22.34239732
